condition_file,message_to_show,repN_wm,repN_single,repN_break,dimension,rot_type,angle,mirror,wm,pair_id,obj_id,orientation1,orientation2,image_path_1,image_path_2,marker_id,correctAns,block_loop_main.thisRepN,block_loop_main.thisTrialN,block_loop_main.thisN,block_loop_main.thisIndex,simu_trials_loop.thisRepN,simu_trials_loop.thisTrialN,simu_trials_loop.thisN,simu_trials_loop.thisIndex,wm_trials_loop.thisRepN,wm_trials_loop.thisTrialN,wm_trials_loop.thisN,wm_trials_loop.thisIndex,block_loop_3dd.thisRepN,block_loop_3dd.thisTrialN,block_loop_3dd.thisN,block_loop_3dd.thisIndex,first_3Dd_wm.thisRepN,first_3Dd_wm.thisTrialN,first_3Dd_wm.thisN,first_3Dd_wm.thisIndex,thisRow.t,notes,start.started,text_start.started,key_resp_start.started,start.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,instructions.started,key_resp_12.started,image_8.started,instructions.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,instructions_2.started,image_9.started,key_resp_20.started,instructions_2.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,instructions_3.started,image_10.started,key_resp_21.started,instructions_3.stopped,key_resp_21.keys,key_resp_21.rt,key_resp_21.duration,before_block_instr.started,text_13.started,key_resp_7.started,before_block_instr.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_simu.started,text.started,image.started,key_resp.started,text.stopped,routine_simu.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,vividness.started,image_vivid.started,key_resp_vivid_slider_control.started,image_vivid.stopped,key_resp_vivid_slider_control.stopped,vividness.stopped,vivid_response,key_resp_vivid_slider_control.keys,key_resp_vivid_slider_control.rt,key_resp_vivid_slider_control.duration,ITI.started,text_2.started,ITI.stopped,text_2.stopped,strat.started,image_strat.started,key_resp_strat_control.started,strat.stopped,strategy_response,key_resp_strat_control.keys,key_resp_strat_control.rt,key_resp_strat_control.duration,break_2.started,break_2.stopped,key_resp_13.keys,routine_wm.started,text_4.started,img1.started,text_4.stopped,img1.stopped,text_5.started,img2.started,key_resp_3.started,text_5.stopped,routine_wm.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,image_strat.stopped,key_resp_strat_control.stopped,image.stopped,key_resp.stopped,text_17.started,key_resp_13.started,key_resp_13.rt,key_resp_13.duration,practice_3Dd_screen.started,image_11.started,key_resp_22.started,practice_3Dd_screen.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_22.duration,practice_1_3Dd.started,image_12.started,key_resp_23.started,practice_1_3Dd.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.duration,practice_2_3Dd.started,image_13.started,key_resp_24.started,practice_2_3Dd.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.duration,wm_3Dd_screen.started,text_16.started,key_resp_11.started,wm_3Dd_screen.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_3Dd_wm.started,text_8.started,image_6.started,text_8.stopped,text_12.started,image_6.stopped,text_12.stopped,image_7.started,key_resp_6.started,routine_3Dd_wm.stopped,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,key_resp_6.duration,end.started,text_22.started,key_resp_18.started,end.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07444589998340234,0.081723699986469,0.081723699986469,5.728210799978115,rshift,5.633778099960182,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.728234099980909,5.760784699989017,5.760784699989017,37.727643300022464,rshift,31.946915800042916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.727660099975765,37.76028089999454,37.76028089999454,49.42412779998267,rshift,11.634542399959173,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.424147000012454,49.456801899999846,49.456801899999846,52.22386510000797,rshift,2.7466821999987587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,0,True,False,None,obj1,300,None,output_pairs/2D_0m/2D_0m_obj_14_300deg.png,None,1124,period,0,0,0,0,0,0,0,0,,,,,,,,,,,,,56.373209599987604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.22889500000747,52.25624349998543,52.25624349998543,56.26779419998638,rshift,4.010410299990326,None,56.2741784999962,56.373209599987604,57.29003670002567,57.29003670002567,57.39409120002529,58.89059600001201,period,1,1.5935754000092857,None,58.890903800027445,58.923021299997345,58.923021299997345,60.92319410003256,60.92319410003256,60.89356210001279,None,['slash'],[1.201222500007134],[None],60.893813400005456,60.92319410003256,62.900683099986054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,180,False,False,None,sm4,240,60,output_pairs/2D_180/2D_180_SM4_240_to_60deg.png,None,1074,comma,0,0,0,0,0,1,1,1,,,,,,,,,,,,,62.93999719998101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.90087200002745,62.93999719998101,63.890148899983615,63.890148899983615,63.95670899999095,66.35729980003089,period,0,2.4499040999799035,None,66.35751000000164,66.38978269998915,66.38978269998915,,,68.36286200000905,3.0,['slash'],[0.9901275000302121],[None],68.3630321000237,68.39012509997701,70.35715579998214,70.39417039998807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,60,False,False,None,obj2,20,80,output_pairs/2D_60/2D_60_obj_2_20_to_80deg.png,None,940,comma,0,0,0,0,0,2,2,2,,,,,,,,,,,,,70.39417039998807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.35732760000974,70.39417039998807,71.35678480000934,71.35678480000934,71.42342280002777,72.75739380001323,comma,1,1.3820601000334136,None,72.75760040001478,72.78989760001423,72.78989760001423,74.78993119997904,74.78993119997904,74.7604558999883,3.0,['slash'],[1.1258033000049181],[None],74.76063049997902,74.78993119997904,76.76713910000399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,120,False,False,None,obj1,100,220,output_pairs/2D_120/2D_120_obj_13_100_to_220deg.png,None,1088,comma,0,0,0,0,0,3,3,3,,,,,,,,,,,,,76.80645179998828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.76732009998523,76.80645179998828,77.7569582000142,77.7569582000142,77.82350599998608,80.22400029998971,period,0,2.447268299991265,None,80.22426220000489,80.25651610002387,80.25651610002387,82.25678400002653,82.25678400002653,82.22712220001267,3.0,['slash'],[0.7789999999804422],[None],82.22728079999797,82.25678400002653,84.22786460001953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,180,True,False,None,obj1,320,140,output_pairs/2D_180m/2D_180_obj_1_320_to_140deg.png,None,1346,period,0,0,0,0,0,4,4,4,,,,,,,,,,,,,84.26302339998074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2280494000297,84.26302339998074,85.22350429999642,85.22350429999642,85.29013939999277,89.22439480002504,comma,0,3.9870327999815345,None,89.2245993000106,89.26077100000111,89.26077100000111,,,91.25856350001413,2.0,['period'],[1.2400210999767296],[None],91.25872510002228,91.289874900016,93.25671039998997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,0,True,False,None,obj4,40,None,output_pairs/2D_0m/2D_0m_obj_4_40deg.png,None,1127,period,0,0,0,0,0,5,5,5,,,,,,,,,,,,,93.29506660002517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.25698579999153,93.29506660002517,94.22800659999484,94.22800659999484,94.29449030000251,95.49517230002675,period,1,1.2476277999812737,None,95.49536760000046,95.52773969998816,95.52773969998816,,,97.52500670001609,3.0,['slash'],[0.8351392999757081],[None],97.52516359998845,97.55626009998377,99.52327990002232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,120,True,False,None,sm3,340,100,output_pairs/2D_120m/2D_120m_SM3_340_to_100deg.png,None,1387,period,0,0,0,0,0,6,6,6,,,,,,,,,,,,,99.55933950003237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52352669998072,99.55933950003237,100.49475180002628,100.49475180002628,100.56123440002557,103.79105320002418,period,1,3.276061700016726,None,103.79126450000331,103.82311509997817,103.82311509997817,,,105.79629269998986,3.0,['slash'],[0.7244420999777503],[None],105.79644330003066,105.82363410003018,107.79083309997804,107.82805559999542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,60,False,False,None,sm5,140,200,output_pairs/2D_60/2D_60_SM5_140_to_200deg.png,None,939,comma,0,0,0,0,0,7,7,7,,,,,,,,,,,,,107.82805559999542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.79100540000945,107.82805559999542,108.80059950001305,108.80059950001305,108.83366399997612,110.42431999999098,comma,1,1.5947419999865815,None,110.42452579998644,110.45706039998913,110.45706039998913,112.4564547999762,112.4564547999762,112.42712579999352,3.0,['slash'],[0.723007199994754],[None],112.4272784999921,112.4564547999762,114.42817050003214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,0,False,False,None,sm2,100,None,output_pairs/2D_0/2D_0_SM2_100deg.png,None,2001,comma,0,0,0,0,0,8,8,8,,,,,,,,,,,,,114.46710950002307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.42835599998944,114.46710950002307,115.42811350000557,115.42811350000557,115.49449720000848,116.96790930000134,comma,1,1.5266146999783814,None,116.96812670002691,116.98984140000539,116.98984140000539,118.98998610000126,118.98998610000126,118.96061359997839,4.0,['rshift'],[0.6691920000012033],[None],118.96077030000743,118.98998610000126,120.96186490001855,120.99725990003208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,180,True,False,None,obj4,120,300,output_pairs/2D_180m/2D_180m_obj_4_120_to_300deg.png,None,1359,period,0,0,0,0,0,9,9,9,,,,,,,,,,,,,120.99725990003208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.96203460003017,120.99725990003208,121.9947757999762,121.9947757999762,122.02765990002081,125.09487989998888,period,1,3.071829800028354,None,125.09508320002351,125.12754620000487,125.12754620000487,,,127.10237989999587,3.0,['slash'],[0.7085932000190951],[None],127.10252950002905,127.13418340001954,129.1008008000208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,180,False,False,None,obj6,80,260,output_pairs/2D_180/2D_180_obj_6_80_to_260deg.png,None,1067,comma,0,0,0,0,0,10,10,10,,,,,,,,,,,,,129.14330759999575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.10097760002827,129.14330759999575,130.12362889997894,130.12362889997894,130.156908200006,133.9245095999795,comma,1,3.784594400029164,None,133.92471849999856,133.95682570000645,133.95682570000645,,,135.9297724000062,3.0,['slash'],[0.7829930000007153],[None],135.92992439999944,135.9613225000212,137.9614256999921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,0,False,False,None,sm3,140,None,output_pairs/2D_0/2D_0_SM3_140deg.png,None,2009,comma,0,0,0,0,0,11,11,11,,,,,,,,,,,,,137.99792799999705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.96161160001066,137.99792799999705,138.9570511999773,138.9570511999773,139.0237969000009,140.12446279998403,comma,1,1.1503547999891452,None,140.12466800003313,140.15708660002565,140.15708660002565,142.15670729998965,142.15670729998965,142.12730150000425,4.0,['rshift'],[0.5588374000508338],[None],142.12745550001273,142.15670729998965,144.12820789997932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,60,True,False,None,obj2,340,40,output_pairs/2D_60m/2D_60m_obj_2_340_to_40deg.png,None,555,period,0,0,0,0,0,12,12,12,,,,,,,,,,,,,144.16370430000825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.12844790000236,144.16370430000825,145.13427700003376,145.13427700003376,145.16118589998223,146.59121879999293,period,1,1.437522699998226,None,146.5914269000059,146.6238272000337,146.6238272000337,148.623321400024,148.623321400024,148.59473359998083,4.0,['rshift'],[0.6034815000020899],[None],148.5948910000152,148.623321400024,150.5949518000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,120,True,False,None,sm2,180,300,output_pairs/2D_120m/2D_120m_SM2_180_to_300deg.png,None,1389,period,0,0,0,0,0,13,13,13,,,,,,,,,,,,,150.6321869000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.5951387999812,150.6321869000094,151.59496020001825,151.59496020001825,151.66126939997775,153.32416329998523,period,1,1.7044353000237606,None,153.32446849998087,153.35680910001975,153.35680910001975,155.36144270002842,155.36144270002842,155.32778739999048,3.0,"['slash', 'slash']","[1.1670791000360623, 1.894576999999117]","[None, None]",155.32794639997883,155.36144270002842,157.35726700001396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,60,True,False,None,obj6,100,160,output_pairs/2D_60m/2D_60m_obj_6_100_to_160deg.png,None,544,period,0,0,0,0,0,14,14,14,,,,,,,,,,,,,157.39351449999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.3575593000278,157.39351449999958,158.32374249998247,158.32374249998247,158.4238253000076,160.12474910001038,period,1,1.799905200023204,None,160.12496719998308,160.15682839998044,160.15682839998044,162.15696789999492,162.15696789999492,162.1274491000222,3.0,['slash'],[0.7592644999967888],[None],162.12760389997857,162.15696789999492,164.1283712000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,120,False,False,None,obj1,280,40,output_pairs/2D_120/2D_120_obj_13_280_to_40deg.png,None,1089,comma,0,0,0,0,0,15,15,15,,,,,,,,,,,,,164.16478729998926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.12854810000863,164.16478729998926,165.13419260003138,165.13419260003138,165.16723229998024,167.79090820002602,comma,1,2.654339600005187,None,167.79119690001244,167.8236317000119,167.8236317000119,,,169.7966506999801,3.0,['slash'],[0.8047079999814741],[None],169.7968062,169.8282717000111,171.80083870003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.80706199997803,171.83115009998437,171.83115009998437,179.82568010000978,4.0,['rshift'],[3.452471799973864],[None],179.8259358999785,179.82596200000262,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_wm_mini_block_0.xlsx,"*Break*
Entering the 2D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue
               ",1,0,0,2D,None,0,True,True,17,obj9,40,40,output_pairs/2D_0_M_WM/2D_0_M_WM_17_1_obj_9_40deg.png,output_pairs/2D_0_M_WM/2D_0_M_WM_17_2_obj_9_40deg.png,677,period,0,1,1,1,,,,,0,0,0,0,,,,,,,,,182.8881415000069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.82611139997607,179.85704400000395,179.85704400000395,182.72904270002618,rshift,2.850688199978322,None,,,,,,,,,,,191.4914807000314,191.5234749999945,191.5234749999945,,,193.49663780000992,3.0,['slash'],[0.8000023000058718],[None],193.49688510003034,193.52826400002232,195.49519320001127,,,,,,,,,,,,,182.7413993999944,182.8881415000069,183.7343072000076,183.89060959999915,187.75694980000844,187.75694980000844,188.7283234000206,188.7283234000206,188.76161970000248,191.49117140000453,period,1,2.730488700035494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_wm_mini_block_0.xlsx,"*Break*
Entering the 2D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue
               ",1,0,0,2D,None,60,False,True,15,obj8,320,20,output_pairs/2D_60_WM/2D_60_WM_15_1_obj_8_320deg.png,output_pairs/2D_60_WM/2D_60_WM_15_2_obj_8_20deg.png,145,comma,0,1,1,1,,,,,0,1,1,1,,,,,,,,,195.5399317999836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.25816219998524,203.29020149999997,203.29020149999997,205.2950057000271,205.2950057000271,205.26115530001698,None,None,,,205.261242699984,205.2950057000271,207.26161799998954,,,,,,,,,,,,,195.49540259997593,195.5399317999836,196.50098620000063,196.56756230001338,200.52833870000904,200.4949336000136,201.49504740000702,201.49504740000702,201.49504740000702,203.257954300032,period,0,1.7409536000341177,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_wm_mini_block_0.xlsx,"*Break*
Entering the 2D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue
               ",1,0,0,2D,None,180,False,True,2,sm1,160,340,output_pairs/2D_180_WM/2D_180_WM_02_1_SM1_160deg.png,output_pairs/2D_180_WM/2D_180_WM_02_2_SM1_340deg.png,727,comma,0,1,1,1,,,,,0,2,2,2,,,,,,,,,207.30519520002417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.09169849997852,216.12377360003302,216.12377360003302,,,218.09699799999362,2.0,['period'],[1.6963783000246622],[None],218.09715320001123,218.12838070001453,220.124144100002,,,,,,,,,,,,,207.26179700001376,207.30519520002417,208.25737659999868,208.3240506000002,212.25749119999819,212.25749119999819,213.26176199998008,213.26176199998008,213.26176199998008,216.09149770002114,comma,1,2.8134935999987647,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
mini_blocks/2d_wm_mini_block_0.xlsx,"*Break*
Entering the 2D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue
               ",1,0,0,2D,None,180,False,True,14,obj1,260,80,output_pairs/2D_180_WM/2D_180_WM_14_1_obj_11_260deg.png,output_pairs/2D_180_WM/2D_180_WM_14_2_obj_11_80deg.png,731,comma,0,1,1,1,,,,,0,3,3,3,,,,,,,,,220.17073000001255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.39144580002176,228.42382720002206,228.42382720002206,230.42382830003044,230.42382830003044,230.39433959999587,3.0,"['slash', 'slash']","[0.8673754999763332, 1.8279022999922745]","[None, None]",230.39450260001468,230.42382830003044,232.40136020001955,,,,,,,,,,,,,220.12450159998843,220.17073000001255,221.10121980000986,221.20104519999586,225.1236329000094,225.1236329000094,226.09514440002386,226.09514440002386,226.12846049998188,228.39120359998196,comma,1,2.2763627000385895,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,001,2024-06-04_17h24.43.597,ps,2023.2.3,30.00485478404752,2024-06-04 17h24.53.279787 -0400,
