condition_file,message_to_show,repN_wm,repN_single,repN_break,dimension,rot_type,angle,mirror,wm,pair_id,obj_id,orientation1,orientation2,image_path_1,image_path_2,marker_id,correctAns,block_loop_main.thisRepN,block_loop_main.thisTrialN,block_loop_main.thisN,block_loop_main.thisIndex,simu_trials_loop.thisRepN,simu_trials_loop.thisTrialN,simu_trials_loop.thisN,simu_trials_loop.thisIndex,wm_trials_loop.thisRepN,wm_trials_loop.thisTrialN,wm_trials_loop.thisN,wm_trials_loop.thisIndex,block_loop_3dd.thisRepN,block_loop_3dd.thisTrialN,block_loop_3dd.thisN,block_loop_3dd.thisIndex,first_3Dd_wm.thisRepN,first_3Dd_wm.thisTrialN,first_3Dd_wm.thisN,first_3Dd_wm.thisIndex,thisRow.t,notes,start.started,text_start.started,key_resp_start.started,start.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,instructions.started,key_resp_12.started,image_8.started,instructions.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,instructions_2.started,image_9.started,key_resp_20.started,instructions_2.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,instructions_3.started,image_10.started,key_resp_21.started,instructions_3.stopped,key_resp_21.keys,key_resp_21.rt,key_resp_21.duration,before_block_instr.started,text_13.started,key_resp_7.started,before_block_instr.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_wm.started,text_4.started,img1.started,text_4.stopped,text_5.started,img1.stopped,text_5.stopped,img2.started,key_resp_3.started,routine_wm.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,vividness.started,image_vivid.started,key_resp_vivid_slider_control.started,vividness.stopped,vivid_response,key_resp_vivid_slider_control.keys,key_resp_vivid_slider_control.rt,key_resp_vivid_slider_control.duration,ITI.started,text_2.started,ITI.stopped,image_vivid.stopped,key_resp_vivid_slider_control.stopped,text_2.stopped,strat.started,image_strat.started,key_resp_strat_control.started,strat.stopped,strategy_response,key_resp_strat_control.keys,key_resp_strat_control.rt,key_resp_strat_control.duration,break_2.started,break_2.stopped,key_resp_13.keys,routine_simu.started,text.started,image.started,key_resp.started,text.stopped,image.stopped,key_resp.stopped,routine_simu.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,image_strat.stopped,key_resp_strat_control.stopped,text_17.started,key_resp_13.started,key_resp_13.rt,key_resp_13.duration,practice_3Dd_screen.started,image_11.started,key_resp_22.started,practice_3Dd_screen.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_22.duration,practice_1_3Dd.started,image_12.started,key_resp_23.started,practice_1_3Dd.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.duration,practice_2_3Dd.started,image_13.started,key_resp_24.started,practice_2_3Dd.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.duration,wm_3Dd_screen.started,text_16.started,key_resp_11.started,wm_3Dd_screen.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_3Dd_wm.started,text_8.started,image_6.started,text_8.stopped,image_6.stopped,text_12.started,image_7.started,key_resp_6.started,text_12.stopped,routine_3Dd_wm.stopped,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,key_resp_6.duration,end.started,text_22.started,key_resp_18.started,end.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
mini_blocks/2d_wm_mini_block_2.xlsx,"*Break*
Entering the 2D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue
               ",1,0,0,2D,None,0,True,True,27,obj7,300,300,output_pairs/2D_0_M_WM/2D_0_M_WM_27_1_obj_7_300deg.png,output_pairs/2D_0_M_WM/2D_0_M_WM_27_2_obj_7_300deg.png,685,period,0,2,2,2,,,,,0,15,15,15,,,,,,,,,681.9902923000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.9421503999911,681.9902923000045,682.9467146999959,683.0133742000035,686.9419912000012,686.9753121999966,687.942074999999,687.942074999999,687.942074999999,692.2760419000115,period,1,4.307042000000365,None,692.2762565000157,692.308365600009,692.308365600009,694.2792195999937,3.0,['slash'],[1.0784379000251647],[None],694.2793742000067,694.3087650999951,696.2861498999991,694.3087650999951,694.3087650999951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/2d_wm_mini_block_2.xlsx,"*Break*
Entering the 2D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue
               ",1,0,0,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.2862110999995,696.3193644999992,696.3193644999992,704.3106559000153,4.0,['rshift'],[1.5784079000004567],[None],704.3108678999997,704.3108928000147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,120,False,True,7,obj7,300,60,output_pairs/3Dp_120_WM/3Dp_120_WM_07_1_obj_7_300deg.png,output_pairs/3Dp_120_WM/3Dp_120_WM_07_2_obj_7_60deg.png,350,comma,0,3,3,3,,,,,0,0,0,0,,,,,,,,,708.9923668999982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.3110211000021,704.3418888000015,704.3418888000015,708.9139196000178,rshift,4.564468600001419,None,708.9270254000148,708.9923668999982,709.9192658000102,710.0090712000092,713.9421027000062,713.9421027000062,714.9467620000069,714.9133927999937,714.9133927999937,720.5141239000077,comma,1,5.576270999998087,None,720.5144184000092,720.5467092000181,720.5467092000181,722.5440547000035,2.0,['period'],[0.9749784999876283],[None],722.5443393000169,722.5752846999967,724.5422347999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,120,False,True,16,sm4,320,80,output_pairs/3Dp_120_WM/3Dp_120_WM_16_1_sm_4_320deg.png,output_pairs/3Dp_120_WM/3Dp_120_WM_16_2_sm_4_80deg.png,332,comma,0,3,3,3,,,,,0,1,1,1,,,,,,,,,724.6081965000194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.5424736000132,724.6081965000194,725.5136065999977,725.6193925999978,729.5467441999936,729.5467441999936,730.5528200000117,730.5196668000135,730.5196668000135,733.3094611999986,period,0,2.778712400002405,None,733.3096611000074,733.3420607000007,733.3420607000007,735.3152320999943,1.0,['comma'],[0.7238171999924816],[None],735.3153902000049,735.3468028999923,737.342587799998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,0,False,True,29,obj4,100,100,output_pairs/3Dp_0_WM/3Dp_0_WM_29_1_obj_4_100deg.png,output_pairs/3Dp_0_WM/3Dp_0_WM_29_2_obj_4_100deg.png,101,comma,0,3,3,3,,,,,0,2,2,2,,,,,,,,,737.3998264000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.3429059000046,737.3998264000111,738.3090867999999,738.4090876000118,742.3089615000063,742.3089615000063,743.3194648000062,743.3194648000062,743.3194648000062,744.4766318000038,comma,1,1.1547007000190206,None,744.4768441999913,744.5087279000145,744.5087279000145,746.4819994000136,4.0,['rshift'],[1.2055017999955453],[None],746.4821628000063,746.5134638000163,748.4863187000155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,180,False,True,32,sm5,40,220,output_pairs/3Dp_180_WM/3Dp_60_WM_32_1_sm_5_40deg.png,output_pairs/3Dp_180_WM/3Dp_60_WM_32_2_sm_5_220deg.png,494,comma,0,3,3,3,,,,,0,3,3,3,,,,,,,,,748.5557404000137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748.4865078000003,748.5557404000137,749.475747199991,749.5758030000143,753.5087958000076,753.4754044000001,754.5090560000099,754.5090560000099,754.5090560000099,760.7476577000052,comma,1,6.236665000003995,None,760.7478838000097,760.7802031000028,760.7802031000028,762.7773845000193,2.0,['period'],[0.8459332999773324],[None],762.777545000019,762.8088325000135,764.7804832000111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,60,False,True,22,obj1,220,160,output_pairs/3Dp_60_WM/3Dp_60_WM_22_1_obj_14_220deg.png,output_pairs/3Dp_60_WM/3Dp_60_WM_22_2_obj_14_160deg.png,407,comma,0,3,3,3,,,,,0,4,4,4,,,,,,,,,764.8375139000127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.7807380000013,764.8375139000127,765.747010799998,765.8471263000101,769.7802591999935,769.7469321000099,770.7803524000046,770.7469521000166,770.7469521000166,772.9101021999959,comma,1,2.158945600007428,None,772.9103105000104,772.9424063000188,772.9424063000188,774.9153416999907,3.0,['slash'],[0.892191199993249],[None],774.9154926000047,774.9469199000159,776.9469097999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,0,True,True,24,obj1,120,120,output_pairs/3Dp_0_M_WM/3Dp_0_M_WM_24_1_obj_12_120deg.png,output_pairs/3Dp_0_M_WM/3Dp_0_M_WM_24_2_obj_12_120deg.png,537,period,0,3,3,3,,,,,0,5,5,5,,,,,,,,,776.9960727000143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.9471150000172,776.9960727000143,777.9530259000021,778.0196567999956,781.9136630000139,781.9803085000021,782.942566999991,782.9092555000097,782.9092555000097,787.1433799999941,comma,0,4.205930600001011,None,787.1435880000063,787.1757804999943,787.1757804999943,789.1487840999907,2.0,['period'],[0.867174300015904],[None],789.1489350000047,789.1804267000116,791.1469906000129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,180,False,True,4,obj2,300,120,output_pairs/3Dp_180_WM/3Dp_60_WM_04_1_obj_2_300deg.png,output_pairs/3Dp_180_WM/3Dp_60_WM_04_2_obj_2_120deg.png,483,comma,0,3,3,3,,,,,0,6,6,6,,,,,,,,,791.2148031000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791.1471621000092,791.2148031000106,792.1426470000006,792.2427483999927,796.147063100012,796.147063100012,797.1470910999924,797.1470910999924,797.1470910999924,799.5101465999905,comma,1,2.3590510000067297,None,799.5103800999932,799.5424330999958,799.5424330999958,801.5153764999995,3.0,['slash'],[0.8441448000085074],[None],801.5155591999937,801.5428462999989,803.5099493000016,,,803.5688847000129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,180,True,True,12,sm4,160,340,output_pairs/3Dp_180_M_WM/3Dp_180_M_WM_12_1_sm_4_160deg.png,output_pairs/3Dp_180_M_WM/3Dp_180_M_WM_12_2_sm_4_340deg.png,58,period,0,3,3,3,,,,,0,7,7,7,,,,,,,,,803.5688847000129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.5101289000013,803.5688847000129,804.5531079999928,804.586307199992,808.5137953000085,808.5762164000189,809.5428083000006,809.5094711999991,809.5094711999991,812.1101266000187,period,1,2.580637700011721,None,812.1103380999994,812.1423171999922,812.1423171999922,814.113190700009,1.0,['comma'],[1.060377999994671],[None],814.1133378999948,814.1428729000036,816.1199771999964,814.1428729000036,814.1428729000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,180,True,True,11,obj1,120,300,output_pairs/3Dp_180_M_WM/3Dp_180_M_WM_11_1_obj_12_120deg.png,output_pairs/3Dp_180_M_WM/3Dp_180_M_WM_11_2_obj_12_300deg.png,36,period,0,3,3,3,,,,,0,8,8,8,,,,,,,,,816.1832954999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816.1201661000086,816.1832954999991,817.1094969999976,817.2095011000056,821.1426613999938,821.1093118000135,822.1473551999952,822.1139635000145,822.1139635000145,826.0439906000101,comma,0,3.9284474000160117,None,826.0442312000087,826.0758645000169,826.0758645000169,828.0488566000131,2.0,['period'],[1.006087399990065],[None],828.049024500011,828.0805042000138,830.0472242000105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,0,False,True,18,obj2,280,280,output_pairs/3Dp_0_WM/3Dp_0_WM_18_1_obj_2_280deg.png,output_pairs/3Dp_0_WM/3Dp_0_WM_18_2_obj_2_280deg.png,117,comma,0,3,3,3,,,,,0,9,9,9,,,,,,,,,830.1125391999958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.047418800008,830.1125391999958,831.0865747999924,831.119793299993,835.0762395999918,835.109675100015,836.0805054999946,836.0805054999946,836.0805054999946,837.2145000000019,comma,1,1.1222325999988243,None,837.2147057999973,837.2428755000001,837.2428755000001,839.2131056000071,4.0,['rshift'],[0.791460400010692],[None],839.2132612999994,839.2426263999951,841.2143845999963,839.2426263999951,839.2426263999951,841.2645678000117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,60,True,True,32,sm5,100,160,output_pairs/3Dp_60_M_WM/3Dp_60_M_WM_32_1_sm_5_100deg.png,output_pairs/3Dp_60_M_WM/3Dp_60_M_WM_32_2_sm_5_160deg.png,314,period,0,3,3,3,,,,,0,10,10,10,,,,,,,,,841.2645678000117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.2145553000155,841.2645678000117,842.2198880999931,842.2764827999927,846.2140044000116,846.243230299995,847.2199830000172,847.2199830000172,847.2199830000172,849.0478798999975,period,1,1.7985006000089925,None,849.048083200003,849.0805363999971,849.0805363999971,851.0507729999954,1.0,['comma'],[0.5215415999991819],[None],851.0509323000151,851.080503300007,853.0476644000155,851.080503300007,851.080503300007,853.1039079000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,120,True,True,29,obj2,320,200,output_pairs/3Dp_120_M_WM/3Dp_120_M_WM_29_1_obj_2_320deg.png,output_pairs/3Dp_120_M_WM/3Dp_120_M_WM_29_2_obj_2_200deg.png,661,period,0,3,3,3,,,,,0,11,11,11,,,,,,,,,853.1039079000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853.0478298999951,853.1039079000184,854.0429002000019,854.1095876000181,858.0760210000153,858.0427716000122,859.0807092000032,859.0807092000032,859.0807092000032,862.8768563999911,period,1,3.785802500002319,None,862.8771661999926,862.9094360000163,862.9094360000163,864.8826572000107,1.0,['comma'],[0.749600700015435],[None],864.8828293000115,864.9140817000007,866.8869624999934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,60,False,True,31,obj9,200,140,output_pairs/3Dp_60_WM/3Dp_60_WM_31_1_obj_9_200deg.png,output_pairs/3Dp_60_WM/3Dp_60_WM_31_2_obj_9_140deg.png,405,comma,0,3,3,3,,,,,0,12,12,12,,,,,,,,,866.9515626000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.8871479000081,866.9515626000066,867.8763806000061,867.9764060000016,871.8763762000017,871.8763762000017,872.8807415000047,872.8807415000047,872.8807415000047,874.4766577999981,comma,1,1.5933305000071414,None,874.4768616000074,874.5094108000048,874.5094108000048,876.4825002000143,3.0,['slash'],[1.2294830000028014],[None],876.4826499999908,876.5096178000094,878.4807922000182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,0,True,True,2,obj1,220,220,output_pairs/3Dp_0_M_WM/3Dp_0_M_WM_02_1_obj_13_220deg.png,output_pairs/3Dp_0_M_WM/3Dp_0_M_WM_02_2_obj_13_220deg.png,518,period,0,3,3,3,,,,,0,13,13,13,,,,,,,,,878.5388167999918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.4809958999977,878.5388167999918,879.4807010999939,879.5473078000068,883.480764500011,883.480764500011,884.4867842000094,884.4867842000094,884.4867842000094,886.1439528000192,period,1,1.6518156999954954,None,886.1441568000009,886.1764897000103,886.1764897000103,888.146516400011,1.0,['comma'],[0.9613332999870181],[None],888.1466700000165,888.1760979999963,890.1476091000077,888.1760979999963,888.1760979999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,120,True,True,3,obj1,0,240,output_pairs/3Dp_120_M_WM/3Dp_120_M_WM_03_1_obj_1_0deg.png,output_pairs/3Dp_120_M_WM/3Dp_120_M_WM_03_2_obj_1_240deg.png,664,period,0,3,3,3,,,,,0,14,14,14,,,,,,,,,890.2139509000117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.1477789999917,890.2139509000117,891.1537308999978,891.220073000004,895.1475068000145,895.1808703000133,896.1531986000191,896.1531986000191,896.1531986000191,898.8774516000121,comma,0,2.721733199985465,None,898.877648099995,898.9098043999984,898.9098043999984,900.8799806000025,2.0,['period'],[0.764676499995403],[None],900.8801377000054,900.9093696000054,902.8769426000072,900.9093696000054,900.9093696000054,902.932426400017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,3D,p,60,True,True,17,obj2,240,300,output_pairs/3Dp_60_M_WM/3Dp_60_M_WM_17_1_obj_2_240deg.png,output_pairs/3Dp_60_M_WM/3Dp_60_M_WM_17_2_obj_2_300deg.png,307,period,0,3,3,3,,,,,0,15,15,15,,,,,,,,,902.932426400017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.877261799993,902.932426400017,903.8809717000113,903.9476956000144,907.8808538000158,907.8808538000158,908.8808295000053,908.8808295000053,908.8808295000053,912.3148278000008,period,1,3.4097465999948326,None,912.3150852000108,912.3432546000113,912.3432546000113,914.3135336000123,1.0,['comma'],[1.2272121999994852],[None],914.3136992999935,914.3428100000019,916.3103007000173,914.3428100000019,914.3428100000019,916.3428654000163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/3dp_wm_mini_block_0.xlsx,"*Break*
Entering the 3D WORKING MEMORY block
Rotation is Counter/Clockwise
Press <4> to continue",1,0,1,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.3103660999914,916.3428654000163,916.3428654000163,924.321090500016,4.0,['rshift'],[1.299159399990458],[None],924.3212728000071,1007.4147821000079,rshift,,,,,,,,,,,,,,,924.3528125000012,924.3528125000012,83.05762269999832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,0,True,False,None,obj4,40,None,output_pairs/2D_0m/2D_0m_obj_4_40deg.png,None,1127,period,0,4,4,4,0,0,0,0,,,,,,,,,,,,,1011.7551712999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.4151144000061,1007.4474523999961,1007.4474523999961,1011.7112076999911,rshift,4.2430302999855485,None,,,,,,,,,,,,,,,1021.7110042000131,1021.7434663000167,1021.7434663000167,1023.7161480000068,1.0,['comma'],[1.7140686999773607],[None],1023.7164122000104,1023.7437533000193,1025.710828900017,,,1025.7599319000146,,,,,,,,,,,,1011.7185797000129,1011.7551712999993,1012.7435901999997,1012.7435901999997,1012.7807070999988,1021.7434663000167,1021.7434663000167,1021.7107617000001,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,180,True,False,None,obj9,180,0,output_pairs/2D_180m/2D_180m_obj_9_180_to_0deg.png,None,1364,period,0,4,4,4,0,1,1,1,,,,,,,,,,,,,1025.7599319000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.977786000003,1031.010031600017,1031.010031600017,1032.9833254000114,2.0,['period'],[0.9518946999742184],[None],1032.9834774000046,1033.0146971000067,1035.0148372999975,,,,,,,,,,,,,,,1025.7109941999952,1025.7599319000146,1026.714731200016,1026.714731200016,1026.7770401000162,,,1030.9775225000049,comma,0,4.238853899994865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
mini_blocks/2d_single_mini_block_2.xlsx,"*Break*
Entering the 2D SIMULTANEOUS block
Rotation is Counter/Clockwise
Press <4> to continue",0,1,0,2D,None,180,True,False,None,obj2,260,80,output_pairs/2D_180m/2D_180m_obj_2_260_to_80deg.png,None,1368,period,0,4,4,4,0,2,2,2,,,,,,,,,,,,,1035.0545394000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.5156737999932,1040.5436828999955,1040.5436828999955,1042.5141351000057,3.0,['slash'],[1.6104362000187393],[None],1042.5142841000052,1042.5433229000191,1044.515213400009,1042.5433229000191,1042.5433229000191,1044.5642425999977,,,,,,,,,,,,1035.0151076000184,1035.0545394000073,1035.9875275999948,1035.9875275999948,1036.0541650000087,,,1040.515463799995,comma,0,4.5194842999917455,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,006,001,2024-05-31_15h27.47.805,ps,2023.2.3,29.91209731973016,2024-05-31 15h28.00.914476 -0400,
